id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25672;passage;Charlotte se rend au centre équestre chaque samedi matin pour ses cours d'équitation. C'est le moment qu'elle préfère de la semaine. En arrivant, elle va d'abord dire bonjour à son poney préféré, un petit poney brun nomme Cookie. Elle lui caresse doucement le nez. Charlotte brosse ensuite soigneusement le pelage de Cookie avant chaque séance. Elle enlève la poussière et les brins de paille. Sa monitrice l'aide à poser la selle et à ajuster les étriers à la bonne hauteur. Charlotte vérifie tout deux fois par sécurité. Une fois en selle, Charlotte guide Cookie autour du manège en suivant les conseils de sa monitrice. Elle se tient bien droite. Aujourd'hui, elle apprend enfin à faire trotter Cookie sans perdre l'équilibre. C'est plus difficile qu'elle ne le pensait. Après plusieurs essais, Charlotte réussit un joli petit trot sous les applaudissements de sa monitrice. Elle est très heureuse. à la fin du cours, Charlotte donne une carotte à Cookie pour le remercier. Elle a hâte d'être au samedi suivant.;;;;;;
25673;question;Où Charlotte se rend-elle chaque samedi ?;au centre équestre;à la piscine;à la bibliothèque;au parc;25672;L
25674;question;Comment s'appelle le poney préféré de Charlotte ?;Cookie;Caramel;Biscuit;Nuage;25672;L
25675;question;De quelle couleur est Cookie ?;brun;blanc;noir;gris;25672;L
25676;question;Que fait Charlotte en arrivant ?;elle dit bonjour à Cookie;elle range la sellerie;elle nettoie le manège;elle rentre directement en cours;25672;L
25677;question;Que fait Charlotte avant chaque séance ?;elle brosse le pelage de Cookie;elle donne à manger à Cookie;elle lave les sabots de Cookie;elle joue avec Cookie;25672;L
25678;question;Qui aide Charlotte à poser la selle ?;sa monitrice;son papa;un autre élève;personne;25672;L
25679;question;Que vérifie Charlotte deux fois ?;la selle et les étriers;les sabots de Cookie;la porte du manège;son casque uniquement;25672;L
25680;question;Que fait Charlotte une fois en selle ?;elle guide Cookie autour du manège;elle descend immédiatement;elle attend sans bouger;elle change de poney;25672;L
25681;question;Que Charlotte apprend-elle aujourd'hui ?;à faire trotter Cookie;à faire galoper Cookie;à seller un cheval;à nourrir les poneys;25672;L
25682;question;Comment Charlotte trouve-t-elle cet apprentissage ?;plus difficile qu'elle ne le pensait;très facile;sans aucune difficulté;impossible à réaliser;25672;L
25683;question;Que se passe-t-il après plusieurs essais ?;Charlotte réussit un joli petit trot;Charlotte abandonne;Charlotte tombe de cheval;Charlotte change d'activité;25672;L
25684;question;Que donne Charlotte à Cookie à la fin du cours ?;une carotte;une pomme;du sucre;rien du tout;25672;L
25685;question;Que veut dire 'étriers' dans le texte ?;les supports métalliques ou l'on pose les pieds sur la selle;les rênes du cheval;le harnais de la selle;les fers du cheval;25672;V
25686;question;Que veut dire 'soigneusement' à propos de la manière dont Charlotte brosse Cookie ?;avec beaucoup d'attention et de soin;très rapidement et sans attention;avec brusquerie;sans réfléchir;25672;V
25687;question;Que veut dire 'monitrice' dans le texte ?;la personne qui enseigne l'équitation;la propriétaire du centre;une autre élève;la maman de Charlotte;25672;V
25688;question;Que veut dire 'trotter' dans le texte ?;avancer à une allure plus rapide que le pas;s'arrêter complètement;reculer;sauter un obstacle;25672;V
25689;question;Pourquoi Charlotte vérifie-t-elle la selle et les étriers deux fois ?;pour éviter tout accident pendant la séance;parce que sa monitrice l'oblige sans raison;car elle aime perdre du temps;car Cookie n'aime pas attendre;25672;I
25690;question;Qu'est-ce qui montre que Charlotte progresse en équitation ?;elle réussit à faire trotter Cookie après plusieurs essais;elle refuse de monter sur Cookie;elle abandonne des la première difficulté;elle ne veut plus revenir au centre équestre;25672;I
25691;question;Pourquoi Charlotte donne-t-elle une carotte à Cookie à la fin ?;pour le remercier de la séance passée ensemble;car elle a oublié de le nourrir le matin;car sa monitrice le lui impose;car Cookie refuse de rentrer sans récompense;25672;I
25692;question;Que peut-on déduire du lien entre Charlotte et Cookie ?;une véritable complicité s'est créée entre eux;Charlotte n'aime pas vraiment ce poney;Cookie est indifférent à Charlotte;Charlotte préfère un autre poney;25672;I
25693;passage;Ce mercredi après-midi, une pluie très forte tombe sans arrêt sur la ville depuis le matin. Gabriel regarde par la fenêtre, déçu. Il pensait aller jouer au parc avec ses amis, mais tout le monde reste finalement à l'intérieur à cause de l'orage. Sa maman lui propose alors d'enfiler ses bottes en caoutchouc jaunes et son imperméable pour sortir quand même un peu. Gabriel saute avec grand plaisir dans toutes les flaques d'eau qu'il trouve sur le trottoir. L'eau éclabousse ses jambes. Les gouttes tombent bruyamment sur son capuchon et font un bruit amusant qui le fait beaucoup rire. Il adore ce son. De retour à la maison, trempe mais très content, Gabriel enfile des vêtements bien secs et chauds. Sa maman lui prépare un chocolat chaud. L'après-midi, Gabriel construit un grand château fort avec ses blocs de construction pendant que la pluie continue dehors. Le soir, en regardant par la fenêtre, Gabriel remarque un magnifique arc-en-ciel qui apparaît dans le ciel encore gris.;;;;;;
25694;question;Quel jour se déroule l'histoire ?;un mercredi;un lundi;un samedi;un dimanche;25693;L
25695;question;Depuis quand pleut-il ?;depuis le matin;depuis la veille;depuis une semaine;il ne pleut pas;25693;L
25696;question;Que pensait faire Gabriel cet après-midi ?;aller jouer au parc;aller à la piscine;aller à l'école;aller au cinéma;25693;L
25697;question;Que propose la maman de Gabriel ?;d'enfiler des bottes et un imperméable;de rester dans son lit;d'aller à la bibliothèque;de regarder la télévision;25693;L
25698;question;De quelle couleur sont les bottes de Gabriel ?;jaunes;rouges;bleues;vertes;25693;L
25699;question;Que fait Gabriel dans les flaques d'eau ?;il saute dedans;il les évite;il les regarde de loin;il les mesure;25693;L
25700;question;Que fait l'eau quand Gabriel saute dedans ?;elle éclabousse ses jambes;elle reste immobile;elle disparaît;elle gelé;25693;L
25701;question;Que font les gouttes sur son capuchon ?;elles font un bruit amusant;elles ne font aucun bruit;elles percent le tissu;elles font peur à Gabriel;25693;L
25702;question;Comment est Gabriel en rentrant à la maison ?;trempe mais content;sec et déçu;en colère;malade;25693;L
25703;question;Que prépare la maman de Gabriel à son retour ?;un chocolat chaud;un jus de fruit froid;rien du tout;une glace;25693;L
25704;question;Que construit Gabriel l'après-midi ?;un château fort avec des blocs;un puzzle;un avion en papier;rien, il regarde la télévision;25693;L
25705;question;Que remarque Gabriel le soir en regardant par la fenêtre ?;un arc-en-ciel;un coucher de soleil rouge;de la neige;un oiseau;25693;L
25706;question;Que veut dire 'imperméable' dans le texte ?;un vêtement qui protège de la pluie;un chapeau léger;des chaussures de sport;une couverture chaude;25693;V
25707;question;Que veut dire 'éclabousse' dans le texte ?;projette de l'eau autour;absorbé l'eau silencieusement;gelé instantanément;s'évapore rapidement;25693;V
25708;question;Que veut dire 'trempe' à propos de Gabriel en rentrant ?;complètement mouillé;parfaitement sec;légèrement sale;très fatigué;25693;V
25709;question;Que veut dire 'déçu' au début du texte ?;un peu triste car quelque chose ne se passe pas comme prévu;très content;en colère;très fatigué;25693;V
25710;question;Pourquoi Gabriel est-il déçu en début d'après-midi ?;il ne peut pas jouer au parc comme prévu;il n'aime pas le chocolat chaud;il doit ranger sa chambre;il a perdu son jouet préfère;25693;I
25711;question;Pourquoi la maman de Gabriel lui propose-t-elle de sortir malgré la pluie ?;pour qu'il puisse quand même profiter un peu dehors;car elle doit absolument sortir faire des courses;car il n'y à plus d'activité possible à la maison;car Gabriel refuse de rester à l'intérieur;25693;I
25712;question;Qu'est-ce qui montre que Gabriel a su s'adapter à la pluie ?;il trouve du plaisir à sauter dans les flaques et à jouer à la maison;il reste triste toute la journée;il refuse de sortir puis de jouer;il pleure jusqu'au soir;25693;I
25713;question;Que peut-on déduire de l'apparition de l'arc-en-ciel à la fin de l'histoire ?;elle marque la fin de la pluie après une journée difficile;elle annonce une nouvelle tempête;elle n'a aucun rapport avec la journée de Gabriel;elle inquiète Gabriel;25693;I
25714;passage;Julia décide de construire une cabane au fond du jardin avec l'aide de son grand frère. C'est un projet qu'elle prépare depuis longtemps. Ensemble, ils rassemblent de vieilles planches de bois trouvées dans le garage de leur papa. Certaines planches sont un peu abîmées. Le grand frère de Julia mesure et coupe soigneusement chaque planche à la bonne taille. Julia tient fermement les planches pendant la coupe. Ils clouent ensuite patiemment les planches les unes aux autres pour former les quatre murs de la cabane. Le travail avance lentement. Pour le toit, ils utilisent une grande bâches en plastique verte trouvée dans le cabanon. Elle protégera bien de la pluie. Julia décore ensuite l'intérieur avec un vieux tapis colore et quelques coussins moelleux. Elle ajoute aussi une petite lampe. Une fois terminée, la cabane devient rapidement l'endroit préféré de Julia pour lire tranquillement ou jouer avec ses amies. Le soir, Julia invite toute sa famille à venir admirer sa nouvelle cabane. Tout le monde la félicite pour son beau travail.;;;;;;
25715;question;Que décide de construire Julia ?;une cabane au fond du jardin;une piscine;un potager;une balançoire;25714;L
25716;question;Qui aide Julia dans ce projet ?;son grand frère;sa maman;sa maîtresse;personne;25714;L
25717;question;Où trouvent-ils les planches de bois ?;dans le garage de leur papa;au magasin;chez un voisin;dans la forêt;25714;L
25718;question;Comment sont certaines des planches ?;un peu abîmées;toutes neuves;trop lourdes à porter;peintes en rouge;25714;L
25719;question;Que fait le grand frère de Julia avec les planches ?;il les mesure et les coupe;il les peint;il les jette;il les empile sans les toucher;25714;L
25720;question;Que fait Julia pendant que son frère coupe ?;elle tient fermement les planches;elle regarde la télévision;elle va jouer ailleurs;elle dort;25714;L
25721;question;Comment forment-ils les murs de la cabane ?;en clouant les planches ensemble;en les collant avec de la colle;en les empilant sans les fixer;avec des briques;25714;L
25722;question;Qu'utilisent-ils pour le toit ?;une bâche en plastique verte;des tuiles;de la paille;rien, il n'y à pas de toit;25714;L
25723;question;Avec quoi Julia décore-t-elle l'intérieur ?;un tapis colore et des coussins;des posters uniquement;rien, elle laisse vide;des jouets casses;25714;L
25724;question;Que devient rapidement la cabane pour Julia ?;son endroit préféré pour lire et jouer;un endroit qu'elle n'utilise jamais;un simple rangement;un endroit qui lui fait peur;25714;L
25725;question;Que fait Julia le soir avec sa famille ?;elle les invite à admirer la cabane;elle leur cache la cabane;elle démonte déjà la cabane;elle oublie de leur montrer;25714;L
25726;question;Comment la famille réagit-elle en voyant la cabane ?;elle félicite Julia pour son travail;elle critique le résultat;elle reste indifférente;elle demande de la détruire;25714;L
25727;question;Que veut dire 'cabanon' dans le texte ?;un petit abri de jardin pour ranger des affaires;une grande maison;une cabane dans un arbre;un garage pour voitures;25714;V
25728;question;Que veut dire 'moelleux' à propos des coussins ?;doux et confortables;durs et rigides;froids;transparents;25714;V
25729;question;Que veut dire 'patiemment' à propos de la manière dont ils clouent les planches ?;avec calme et persévérance;avec impatience;avec colère;de façon précipitée;25714;V
